worker_ratio_approved_assignments,worker_ratio_approved_assignments_of_project,sandbox,creation,expiration,status_external,status_internal,information_age_group,information_education_level.bachelors,information_education_level.basic,information_education_level.postgraduate,information_english_skills.Low,information_english_skills.high,information_english_skills.medium,information_gender.F,information_gender.M,information_gender.other,information_nationality,personal_stance_1.agree,personal_stance_1.disagree,personal_stance_1.neutral,personal_stance_1.unknown,personal_stance_2.agree,personal_stance_2.disagree,personal_stance_2.neutral,personal_stance_2.unknown,personal_stance_3.agree,personal_stance_3.disagree,personal_stance_3.neutral,personal_stance_3.unknown,personal_stance_4.agree,personal_stance_4.disagree,personal_stance_4.neutral,personal_stance_4.unknown,question-select_300.1-2,question-select_300.2-2,question-select_300.3-2,question-select_300.4-2,question-select_310.1-2,question-select_310.2-2,question-select_310.3-2,question-select_310.4-2,question-select_3110.1-1,question-select_3110.2-1,question-select_3110.3-1,question-select_3110.4-1,question-select_3120.1-1,question-select_3120.2-1,question-select_3120.3-1,question-select_3120.4-1,question-select_3130.1-1,question-select_3130.2-1,question-select_3130.3-1,question-select_3130.4-1,question-select_350.1-2,question-select_350.2-2,question-select_350.3-2,question-select_350.4-2,question-select_360.1-2,question-select_360.2-2,question-select_360.3-2,question-select_360.4-2,question-select_380.1-1,question-select_380.2-1,question-select_380.3-1,question-select_380.4-1,question1_1_1.arg_a,question1_1_1.arg_b,question1_1_1.none,question1_1_2.arg_a,question1_1_2.arg_b,question1_1_2.none,question1_1_repeatedLabeled1.no,question1_1_repeatedLabeled1.none,question1_1_repeatedLabeled1.yes,question1_2_1.val1,question1_2_1.val2,question1_2_1.val3,question1_2_2.val1,question1_2_2.val2,question1_2_2.val3,question1_2_repeatedLabeled1.val1,question1_2_repeatedLabeled1.val2,question1_2_repeatedLabeled1.val3,question1_3_1,question1_3_2,question1_3_last1,question1_3_last2,question1_3_repeatedLabeled1,question2_1_3.val1,question2_1_3.val2,question2_1_3.val3,question2_2_3.val1,question2_2_3.val2,question2_2_3.val3,question2_3_3.val1,question2_3_3.val2,question2_3_3.val3,question2_4_3.val1,question2_4_3.val2,question2_4_3.val3,question3_3_4.val1,question3_3_4.val2,question3_3_4.val3,question3_4_4.val1,question3_4_4.val2,question3_4_4.val3,start_time,submit_time,time_elapsed_1,time_elapsed_2,time_elapsed_3,time_elapsed_id_4,time_elapsed_instructions,time_elapsed_last,time_elapsed_personal_stance,time_elapsed_profile,question-select_340.3-1,question-select_350.2-1,question-select_390.1-1,question-select_370.2-1,question-select_350.4-1,question-select_330.4-2,question-select_340.3-2,question-select_390.2-1,question-select_370.3-1,question-select_370.1-1,question-select_340.2-1,question-select_350.1-1,question-select_350.3-1,question-select_370.4-1,question-select_330.1-2,question-select_3100.2-1,question-select_3100.3-1,question-select_3140.3-1,question-select_330.2-2,question-select_340.4-2,question-select_3140.1-1,question-select_3140.4-1,question-select_360.3-1,question-select_330.3-2,question-select_340.2-2,question-select_3100.4-1,question-select_340.1-2,question-select_340.4-1,question-select_360.1-1,question-select_340.1-1,question-select_390.4-1,question-select_390.3-1,question-select_3100.1-1,question-select_3140.2-1,question-select_360.4-1,question-select_360.2-1,id_worker
ing to arrange a tour on their own, fell into considerable financial difficulties without expert support.","Even known artists such as Manic Street Preachers, who were trying to arrange a tour on their own, fell into considerable financial difficulties without expert support.",False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,10/02/2021 11:17:42,10/02/2021 11:22:10,16.0,20.0,12.0,34.0,25.0,13.0,65.0,10.0,82.0,,True,,False,,,,False,,,False,,,,False,,,False,,False,,,,,False,,,,True,,,,,False,,True,,False,,149
alse,False,True,False,american,PASS,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,,,,,False,True,False,False,,,,,,,,,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,Section B handles film industry in different aspects including it's costs and revenues unlike A,The second arguments gives a variety of ways and different aspects of handguns than A,"I have learnt a lot from the passages, I appreciate.",They handle issues from one side without considering the cons and pros in a topic.,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,10/02/2021 04:53:30,10/02/2021 05:25:03,153.0,151.0,541.0,496.0,379.0,113.0,100.0,25.0,43.0,,False,,False,,,,False,,,True,,,,False,,,False,,True,,,,,False,,,,False,,,,,False,,False,,True,,151
1.0,1.0,False,2021-10-02 15:12:34+00:00,2021-10-02 17:59:14+00:00,APPROVED,APPROVED,there were more negative arguments and they were more broad in scope then A's,False,True,False,False,False,True,38.0,True,False,False,False,True,False,False,True,False,american,PASS,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,all were either really con or at least partially con except for the last argument on the B side which I think may be more neutral then anything.,There was only one pro ban argument and it was on the B side,"Decent hit, I hope to do more in the future. Thanks",That its just a part of every day internet usage.,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,10/02/2021 12:39:51,10/02/2021 01:12:46,227.0,267.0,899.0,204.0,206.0,88.0,97.0,24.0,47.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,152
es.,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,10/02/2021 06:13:22,10/02/2021 06:54:10,98.0,81.0,47.0,95.0,66.0,274.0,2027.0,14.0,15.0,,False,,False,,,,False,,,True,,,,False,,,False,,True,,,,,False,,,,False,,,,,False,,False,,True,,155
content tell the environment thoughts and give one side of the point.,False,True,False,True,False,False,25.0,True,False,False,False,True,False,False,True,False,american,PASS,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,,,,,True,False,False,False,,,,,,,,,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Its give the technology of the information and inside they have another information of the topic so i felt to choose the one side. its give more useful information.,Because it is give information and they give the law of the hand gun ban Its dangerous to use and its ban for the some country.,Its useful for gain the knowledge and updated our self and more informative.,I learn the more ideas and thoughts of the some country laws and more information is included the topic and its really interesting and gain the knowledge.,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,10/02/2021 02:14:04,10/02/2021 02:57:54,122.0,268.0,385.0,837.0,226.0,677.0,144.0,138.0,506.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,157
1.0,1.0,False,2021-10-02 20:53:23+00:00,2021-10-02 23:40:03+00:00,APPROVED,REJECTED,The text is mostly talking about the impacts of tidal energy to the ecosystem,True,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10/03/2021 12:11:47,10/03/2021 12:16:08,,,,,,864.0,260.0,,,,False,,False,,,,False,,,False,,,,False,,,False,,False,,,,,False,,,,False,,,,,False,,False,,False,,158
se,True,False,False,american,PASS,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,"Both A and B are for the prohibition, including all pros for the argument.","A has all con arguments against the ban, while B has a mixture of pros and cons for the ban.","I thought this was interesting, though I'm not too sure how well I did.",I learned about comparing paragraph for paragraph and assessing the number of statements and comparing them for their argument. Now I understand why some stuff is so one-sided-- because they didn't include rebuttals or counter-arguments in their text. I hadn't quite broken it down like that before.,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,10/03/2021 07:08:20,10/03/2021 07:24:32,116.0,150.0,298.0,35.0,238.0,32.0,91.0,26.0,14.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,160
alse,False,True,False,True,False,True,False,False,american,PASS,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,,,,,True,False,False,False,,,,,,,,,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,A has more disadvantages than B.,A has more disadvantages than B . So it more one sided.,It is very good and interesting.,An attitude that always favors one way of feeling .,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,10/04/2021 05:11:39,10/04/2021 05:35:22,120.0,141.0,175.0,222.0,145.0,23.0,57.0,535.0,23.0,,False,,False,,,,False,,,False,,,,False,,,True,,True,,,,,False,,,,False,,,,,True,,False,,False,,165
1.0,1.0,False,2021-10-04 19:04:56+00:00,2021-10-04 21:51:36+00:00,APPROVED,APPROVED,Be aware of personal bias. Consider opposite points of view.,False,True,False,True,False,False,30.0,True,False,False,False,True,False,True,False,False,american,PASS,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,,,,,True,False,False,False,,,,,,,,,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,A one-tailed test is appropriate if you only want to determine if there is a difference between groups in a specific direction.,A one-tailed test is appropriate if you only want to determine if there is a difference between groups in a specific direction,Highlight that you'll fit in and be a great addition to the team,Forgiveness is a gift you give to yourself,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,10/04/2021 03:54:30,10/04/2021 04:13:59,174.0,78.0,35.0,134.0,62.0,164.0,302.0,15.0,365.0,,False,,False,,,,False,,,True,,,,False,,,False,,True,,,,,False,,,,False,,,,,False,,False,,True,,166
society. Their existence will be confined to an illegal paradigm where law abiding citizens will not have access. That will put them at the risk of loosing their lives by being without means of self-protection. The handgun ban prevents law abiding citizens from self defense

There are a range of ways to decrease gun crime and murder in a city, including greater background checks, making sure that bad people don't get guns, more police patrols, and various other alternatives. These steps should be taken before a ban, as a ban may be much more intrusive into the constitutional rights of citizens. Alternative measures can be taken in place of a ban to stem crime and murder.

The methodology of the studies has proven to be flawed. This goes to show that when arguments are supported by studies that support that the murder rate has decreased their validity and reliability is undermined by a flawed methodology. Studies that have showed the murder rate has decreased were flawed

1. Which text is more one-sided?","he present large amount of guns within the US society and the even larger black market of guns provides the proof that inevitably post any banning of guns they will still be present in society. Their existence will be confined to an illegal paradigm where law abiding citizens will not have access. That will put them at the risk of loosing their lives by being without means of self-protection. The handgun ban prevents law abiding citizens from self defense

There are a range of ways to decrease gun crime and murder in a city, including greater background checks, making sure that bad people don't get guns, more police patrols, and various other alternatives. These steps should be taken before a ban, as a ban may be much more intrusive into the constitutional rights of citizens. Alternative measures can be taken in place of a ban to stem crime and murder.

The methodology of the studies has proven to be flawed. This goes to show that when arguments are supported by studies that support that the murder rate has decreased their validity and reliability is undermined by a flawed methodology. Studies that have showed the murder rate has decreased were flawed

1. Which text is more one-sided?","he present large amount of guns within the US society and the even larger black market of guns provides the proof that inevitably post any banning of guns they will still be present in society. Their existence will be confined to an illegal paradigm where law abiding citizens will not have access. That will put them at the risk of loosing their lives by being without means of self-protection. The handgun ban prevents law abiding citizens from self defense

There are a range of ways to decrease gun crime and murder in a city, including greater background checks, making sure that bad people don't get guns, more police patrols, and various other alternatives. These steps should be taken before a ban, as a ban may be much more intrusive into the constitutional rights of citizens. Alternative measures can be taken in place of a ban to stem crime and murder.

The methodology of the studies has proven to be flawed. This goes to show that when arguments are supported by studies that support that the murder rate has decreased their validity and reliability is undermined by a flawed methodology. Studies that have showed the murder rate has decreased were flawed

1. Which text is more one-sided?","he present large amount of guns within the US society and the even larger black market of guns provides the proof that inevitably post any banning of guns they will still be present in society. Their existence will be confined to an illegal paradigm where law abiding citizens will not have access. That will put them at the risk of loosing their lives by being without means of self-protection. The handgun ban prevents law abiding citizens from self defense

There are a range of ways to decrease gun crime and murder in a city, including greater background checks, making sure that bad people don't get guns, more police patrols, and various other alternatives. These steps should be taken before a ban, as a ban may be much more intrusive into the constitutional rights of citizens. Alternative measures can be taken in place of a ban to stem crime and murder.

The methodology of the studies has proven to be flawed. This goes to show that when arguments are supported by studies that support that the murder rate has decreased their validity and reliability is undermined by a flawed methodology. Studies that have showed the murder rate has decreased were flawed

1. Which text is more one-sided?",False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,10/04/2021 04:40:34,10/04/2021 04:44:31,14.0,11.0,8.0,23.0,28.0,9.0,75.0,9.0,64.0,,False,,False,,,,False,,,False,,,,True,,,False,,False,,,,,False,,,,False,,,,,True,,False,,True,,168
1.0,1.0,False,2021-10-04 22:59:26+00:00,2021-10-05 01:46:06+00:00,APPROVED,APPROVED,Text B has more cons than pros. Text B has three cons and one pro as opposed to Text A which has two pros and two cons.,False,True,False,False,False,True,27.0,True,False,False,False,True,False,False,True,False,american,PASS,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,Both texts list all pros connected with the prohibition of downloading music and films. They are very harmful to artists and companies.,Text A is full of cons. While text B is a mix of pros and cons on the topic of the DC handgun ban.,This was a very interesting task. I enjoyed reading arguments about controversial topics.,I learned that it's not that difficult to spot out one-sidedness.,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,10/04/2021 07:30:14,10/04/2021 07:51:53,388.0,165.0,282.0,109.0,250.0,859.0,48.0,32.0,21.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,169
character
banned,You'll be expected to have questions at the end of your interview.,It makes u stronger from inside as well as from outside.,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,10/04/2021 07:33:34,10/04/2021 07:37:57,34.0,36.0,9.0,68.0,19.0,5.0,73.0,8.0,12.0,,False,,False,,,,False,,,False,,,,True,,,False,,False,,,,,False,,,,True,,,,,False,,True,,False,,170
1.0,1.0,False,2021-10-04 23:12:04+00:00,2021-10-06 02:58:44+00:00,APPROVED,APPROVED,B has more con arguments than A.,False,True,False,False,False,True,36.0,True,False,False,False,True,False,False,True,False,american,PASS,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,A has only con arguments. B is more of a mixture of con/neutral.,All paragraphs in A are a con. B has a mixture or con and pro arguements.,Everything was easy to follow and I had no issues.,I learned that some arguments are more nuanced than others and can be hard to label as one sidedness.,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,10/04/2021 04:58:22,10/04/2021 05:22:21,186.0,146.0,200.0,43.0,770.0,492.0,61.0,18.0,12.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,171
1.0,1.0,False,2021-10-04 23:12:05+00:00,2021-10-06 02:58:45+00:00,APPROVED,APPROVED,There are more cons than pros on side B,False,True,False,False,False,True,30.0,False,True,False,False,True,False,True,False,False,american,PASS,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,"I feel like all four on side A are pro, and three out of the four on side B are certainly pro but the very last paragraph could be perceived as neutral, or ???.","The third paragraph of side B is pretty confusing as to where they actually stand; side A I believe has three pros to one con, and side B has two cons and at least one pro, or else it's one pro, two cons and a ???. Side A is obviously the side that is one-sided.","Made me really pay attention and think. I think there are a whole lot of Turkers who are going to quit in the middle because it's too much reading. I don't mind at all; I'm not very normal, though. But it pays $4, so if you're not willing to read 3 pages of text and actually pay attention, I guess you don't deserve to get paid. Thank you!!!","I'm not sure... one-sidedness is -- well, one-sided. There are TWO sides to every story.",False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,10/04/2021 09:30:00,10/04/2021 09:56:02,179.0,497.0,143.0,222.0,250.0,95.0,187.0,19.0,61.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,172
If enough people switch to downloading instead of purchasing, then the media industries may not make enough money to keep producing. Unregulated file-sharing could reduce the appeal and quality of related industries.","When citizens have guns, criminals fear committing crimes due to the risk that they will be shot. Many studies indicate that this deterrent effect decreases violent crime rates. The correlation is not surprising. Citizen gun ownership acts as a deterrent against criminals","At this stage, the answer is always yes. ... Keep in mind the interview isn't just about making your potential employer like you. It's also about finding out if you like the company and if you'd be a good fit.",Acceptance is the key to moving on.,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,10/05/2021 05:40:48,10/05/2021 05:47:23,10.0,11.0,6.0,210.0,20.0,42.0,95.0,11.0,27.0,,False,,False,,,,False,,,True,,,,False,,,True,,True,,,,,False,,,,False,,,,,False,,False,,False,,174
1.0,1.0,False,2021-10-04 23:12:08+00:00,2021-10-06 02:58:48+00:00,APPROVED,REJECTED,"i like b sided, tidal energy system",False,True,False,True,False,False,35.0,False,False,True,False,False,True,True,False,False,american,PASS,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,,,,,False,False,False,True,,,,,,,,,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,b side is gaming paragraph so like b side,"i like b sided, so i select b side.",i like this survey and then honestly answer submitted,i learn this survey Israel Gaza attack information.,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,,,,,,,,,,,,,True,,False,,,,False,,,False,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,True,,False,,175
does not.,False,True,False,False,False,True,32.0,False,False,True,False,True,False,False,True,False,american,PASS,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,Neither one has a single con. They are both 100% one sided.,"A has zero pro arguments, while B has one.","Not really, there is little else to day.",I learned that it's fairly easy to spot.,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,10/04/2021 05:28:35,10/04/2021 05:39:59,126.0,157.0,168.0,30.0,122.0,34.0,33.0,32.0,12.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,177
1.0,1.0,False,2021-10-04 23:12:10+00:00,2021-10-06 02:58:50+00:00,APPROVED,APPROVED,"In side B, there are more cons.",False,True,False,True,False,False,39.0,True,False,False,False,True,False,True,False,False,american,PASS,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,Both sides are against downloading without any arguments for it.,Both sides have more arguments not supporting the ban.,I don't have any final thoughts.,It's doesn't give a balanced argument of the issue.,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,10/04/2021 09:12:17,10/04/2021 09:21:03,87.0,84.0,154.0,26.0,89.0,10.0,24.0,22.0,34.0,,True,,False,,,,False,,,True,,,,False,,,True,,False,,,,,False,,,,False,,,,,False,,False,,False,,178
0/04/2021 11:17:55,10/04/2021 11:28:13,108.0,133.0,90.0,,146.0,57.0,33.0,20.0,31.0,True,True,False,False,,,False,False,False,,False,,,,False,"Well as I said, it just seems like they were both similar, but after reading it again, I suppose it makes sense that it is more sided.",,True,True,False,,,,,True,,,,False,,,,,False,,False,False,False,,180
1.0,1.0,False,2021-10-04 23:34:21+00:00,2021-10-06 03:21:01+00:00,APPROVED,APPROVED,,,,,,,,49.0,False,False,True,False,True,False,False,True,False,american,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,,,,,False,False,False,True,,,,,,,,,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,It is Reasonable content So the B is better than A .,In both texts will be serious but the B text is more on-sided that A,The limits of the dialogue model of argument,The most important studied I learned from one-sidedness,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,10/05/2021 01:02:41,10/05/2021 02:01:01,846.0,449.0,299.0,,440.0,33.0,791.0,346.0,103.0,False,False,False,False,,,False,False,False,,True,,,,False,In Both texts the B is the Reasonable so not believe the A is more one-sided,,False,True,True,,,,,False,,,,False,,,,,False,,False,True,True,,181
entirety of a border - help deter aggressors. Landmines in Korea would force attackers into vulnerable territory. There is no evidence that the U.S. has used antipersonnel landmines, with the exception of the North/South Korean border area, since 1991."" And, it seems to be the sole exception requested by the US as a condition of it agreeing to joining the Land Mine Ban Treaty. Korea is the sole exception requested by US to mine ban.",nothing is a choice is movement,learning of the a better is choice,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,10/04/2021 07:42:02,10/04/2021 07:46:54,26.0,33.0,11.0,,23.0,11.0,122.0,7.0,50.0,False,False,False,False,,,True,False,False,,False,,,,False,"When people download music and films for free, they (obviously) do not pay taxes. Therefore, the government incurs a loss due to Internet piracy. Downloading equals lost tax revenue.",,False,False,True,,,,,False,,,,False,,,,,False,,True,True,True,,182
1.0,1.0,False,2021-10-04 23:34:23+00:00,2021-10-06 03:21:03+00:00,APPROVED,APPROVED,,,,,,,,41.0,False,False,True,False,True,False,False,True,False,american,,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,,,,,True,False,False,False,,,,,,,,,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,A is more sided than B because it explains the prohibition of downloading music by the loss of government due to internet piracy .,Because side A explains the Landmines in Korean clearly and it explains the  attack in north Korean by the landmines.,"No, I didn't have any final thoughts.",It clearly explains the situation in one sidedness than other.,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,10/05/2021 12:41:58,10/05/2021 01:05:28,361.0,305.0,299.0,,234.0,47.0,64.0,16.0,17.0,True,True,False,False,,,True,False,False,,False,,,,False,Because it clearly explains the prohibition of downloading music and its losses for the government .,,True,False,False,,,,,False,,,,False,,,,,False,,True,False,False,,183
1.0,1.0,False,2021-10-04 23:34:24+00:00,2021-10-06 03:21:04+00:00,APPROVED,APPROVED,,,,,,,,48.0,False,True,False,False,True,False,True,False,False,american,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,Neither text made me feel my own opinions sway in one direction or the other.,Text A is more personal and emotional and text B is more citing sources.,I enjoyed this task and I like breaking down the information.,You can break down the arguments and tick how many pros and how many cons they give to count it up and use the certainty of math to judge one sidedness.,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,10/05/2021 03:42:37,10/05/2021 03:58:04,145.0,87.0,129.0,,162.0,7.0,119.0,51.0,88.0,False,True,True,False,,,False,False,False,,True,,,,False,I feel like these are both equally in favor of prohibition and not addressing the other side.,,True,True,False,,,,,False,,,,False,,,,,False,,False,False,False,,184
e,,False,,,,False,The range of jobs in the music industry is very wide.,,True,False,True,,,,,False,,,,False,,,,,True,,False,False,False,,185
1.0,1.0,False,2021-10-04 23:34:26+00:00,2021-10-06 03:21:06+00:00,APPROVED,APPROVED,,,,,,,,24.0,True,False,False,False,True,False,False,True,False,american,,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,It uses the same logic over and over and the same examples,Uses the same type of argument over and over.,one sided can be spotted easy,Its more repetitive then not being one sided.,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,10/05/2021 02:58:50,10/05/2021 03:29:18,40.0,979.0,42.0,,66.0,38.0,37.0,41.0,16.0,True,False,False,False,,,True,False,False,,True,,,,False,Is all pro and it is bad to download music.,,True,False,True,,,,,False,,,,False,,,,,False,,False,False,False,,186
1.0,1.0,False,2021-10-05 12:26:22+00:00,2021-10-06 16:13:02+00:00,APPROVED,APPROVED,,,,,,,,33.0,True,False,False,False,True,False,False,True,False,american,,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,I think B is more one-sided because they give concrete examples with the name of the artists and tell you straight up that it will hurt them.,A is more one sided because they just felt more persuasive. There were more examples and the text tells you exactly what will happen.,None. I do not have any final thoughts.,It depends on how persuasive the text is.,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,10/05/2021 05:47:46,10/05/2021 05:51:35,31.0,32.0,35.0,,62.0,5.0,14.0,13.0,10.0,False,True,False,False,,,False,False,True,,True,,,,False,I think B is more one sided actually because it gives more quotes and examples which makes it more believable.,,True,False,False,,,,,False,,,,False,,,,,False,,False,True,False,,187
1.0,1.0,False,2021-10-05 12:26:23+00:00,2021-10-06 16:13:03+00:00,APPROVED,REJECTED,,,,,,,,48.0,True,False,False,False,True,False,True,False,False,american,,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,,,,,True,False,False,False,,,,,,,,,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,some charges should be there to download music and We have to support artist,landmines are dangerous place for people so it should be protected by militant,interesting to read and answer  the questions,learned a lot about issues and the solution,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,10/05/2021 09:49:56,10/05/2021 10:06:55,226.0,171.0,109.0,,49.0,69.0,74.0,249.0,70.0,False,False,False,False,,,False,False,False,,False,,,,False,artist need a financial support from public who download the music,,True,True,True,,,,,False,,,,False,,,,,True,,False,True,False,,188
False,,True,,,,True,"As the prices become higher and higher people will start looking for cheaper ways to get this media and more people will turn to downloading files from the internet, causing an even greater downward spiral",,False,False,False,,,,,False,,,,True,,,,,False,,False,True,False,,189
1.0,1.0,False,2021-10-05 12:26:24+00:00,2021-10-06 16:13:04+00:00,APPROVED,APPROVED,,,,,,,,31.0,True,False,False,False,True,False,False,True,False,american,,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,"I chose this text because it doesn't seem to have as much justification as the other passage. Passage B, for instance, includes quoted support.",These passages seem equally balanced to me and each back up their claims with quoted support. I cannot discern any real one-sidedness to either.,I feel that there are two sides to every argument and it's important to analyze them both.,This made me think more deeply about what makes an argument one-sided. I think it has something to do with how much support a text gives to its argument.,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,10/05/2021 08:27:56,10/05/2021 08:54:05,362.0,235.0,358.0,,238.0,60.0,112.0,35.0,25.0,True,True,False,False,,,False,False,True,,True,,,,False,I feel that this text is more one-sided because it doesn't seem to provide as many examples or quoted support.,,True,False,False,,,,,False,,,,False,,,,,False,,False,False,False,,190
